Cbfa2t3h	Erg	Ets1	Ets2	Etv2	Etv6	Fli1	FoxH1	FoxO4	Gata1	Gfi1	Gfi1b	Hhex	HoxB2	HoxB4	HoxD8	Ikaros	Ldb1	Lmo2	Lyl1	Mecom	Meis1	Mitf	Myb	Nfe2	Notch1	Runx1	Sfpi1	Sox17	Sox7	Tal1	Tbx20	Tbx3
0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1
0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0
0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1
1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1
0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0
1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1
1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1
0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1
0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1
0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0
0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0
0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1
0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0
0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1
0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1
0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1
0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1
1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0
0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1
1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1
1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1
1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1
1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1
1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0
0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1
0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0
0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1
0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0
0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0
1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1
0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1
0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1
0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1
1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0
1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1
1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0
1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0
0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1
1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1
0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1
0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0
0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0
1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0
0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1
0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0
0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0
1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1
1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1
1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0
0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1
0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1
0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0
0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0
0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1
1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0
0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0
1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0
1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0
1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1
0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1
0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0
0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0
0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0
0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0
0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0
0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1
0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0
0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0
0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0
0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0
1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0
1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0
0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0
